epoch,acc,cross_entropy,loss,perplexity,val_acc,val_cross_entropy,val_loss,val_perplexity
0,0.7930336501857566,0.73003827596408,0.73003827596408,98.62809356920513,0.8413959468176605,0.5269008172139816,0.5269008172139816,104.57108601087003
1,0.8535560941897268,0.4784644626131301,0.4784644626131301,113.22076464171205,0.8632185349770642,0.43971552453196067,0.43971552453196067,116.14621484591213
2,0.8660425909648976,0.42884232854264215,0.42884232854264215,110.03966229437877,0.8691165469108372,0.41752498406761634,0.41752498406761634,142.33325769126824
3,0.8730728631022139,0.40202013805414644,0.40202013805414644,110.61088864714435,0.8756237904959863,0.3928096679582927,0.3928096679582927,136.60528351733922
4,0.8781406208892397,0.38316725551483083,0.38316725551483083,110.39492603399565,0.8782393429257455,0.38252480790825044,0.38252480790825044,168.3590255585707
5,0.8816509610708506,0.37056695886870616,0.37056695886870616,113.06001251545685,0.8817207733060971,0.3716700675426299,0.3716700675426299,175.98093860480216
6,0.8849961234284439,0.3589599884382521,0.3589599884382521,109.39251208211651,0.8835171107487576,0.3655136851624113,0.3655136851624113,168.53890630861443
7,0.8875941550967449,0.3502657543742643,0.3502657543742643,111.1613277004888,0.8877600806933295,0.35121379334861214,0.35121379334861214,217.35024264065225
8,0.8891688877229278,0.34540129775851003,0.34540129775851003,130.33808568339802,0.8878694586797592,0.35072478966660003,0.35072478966660003,199.60146711533176
9,0.8905779131089905,0.3411011563130251,0.3411011563130251,144.26069268460915,0.8914654932984518,0.3393709798815549,0.3393709798815549,197.92809575481698
10,0.8925920611003484,0.33393299950340694,0.33393299950340694,116.37300786494441,0.8912556966145834,0.34100531676112367,0.34100531676112367,233.8276447321969
11,0.893661855333126,0.3309305415134992,0.3309305415134992,137.95746984693784,0.8937523518133601,0.33252094453182895,0.33252094453182895,242.88501512191462
12,0.8957242113319461,0.3230389293052935,0.3230389293052935,102.20534526014971,0.893150399584289,0.3346410693347295,0.3346410693347295,239.9008717795589
13,0.8961802565911682,0.32243326611228657,0.32243326611228657,140.12462366819923,0.8949788411458334,0.3282124122892384,0.3282124122892384,251.1185881329148
14,0.8970869595222151,0.3194419812220934,0.3194419812220934,138.6907691776296,0.8943681162796254,0.33066830351708076,0.33066830351708076,250.80280690927867
15,0.8984510468238024,0.31467333633519506,0.31467333633519506,119.9354990704526,0.8958124283256881,0.3265664101083797,0.3265664101083797,263.22882134078316
16,0.8989866290669122,0.31323890777753277,0.31323890777753277,130.65376432195663,0.8962282886563455,0.3259399834006031,0.3259399834006031,273.4658382150319
17,0.8996299942000909,0.31121356039899273,0.31121356039899273,142.79342520102585,0.8979410060684251,0.3198971208949489,0.3198971208949489,253.60127139887814
18,0.8998338193995998,0.31072634724237547,0.31072634724237547,156.66612747622247,0.8973039632908065,0.32201137285031994,0.32201137285031994,271.7129486954859
19,0.9008085990130189,0.3074566808504481,0.3074566808504481,134.1464806899843,0.8988285356340787,0.3165458927676153,0.3165458927676153,275.8949869463978
20,0.9012510974484386,0.306009488607328,0.306009488607328,144.3929103172274,0.8978753046158257,0.3202869066448251,0.3202869066448251,324.0626792427187
21,0.9011881280743504,0.3065268400174514,0.3065268400174514,157.03773689088402,0.8997526489631116,0.3136709641273787,0.3136709641273787,316.3171196362055
22,0.9029302184732088,0.2997929038038427,0.2997929038038427,109.52428105378456,0.8991954931789946,0.31642637591145434,0.31642637591145434,317.92549860794725
23,0.9028885814538439,0.30019419067171704,0.30019419067171704,130.9258334085552,0.9000602512184633,0.31325848617910307,0.31325848617910307,337.5963819807378
24,0.9023970653157463,0.30271046304470595,0.30271046304470595,160.84976604230164,0.8997776603115444,0.31457081433070183,0.31457081433070183,309.3693264023506
25,0.9038163053183771,0.2971127794455476,0.2971127794455476,130.7655943859866,0.9012895403287462,0.3094165669633994,0.3094165669633994,318.7460729310443
26,0.9035921443121029,0.29853367808848874,0.29853367808848874,144.81883918785712,0.9005462926462156,0.31180321748616935,0.31180321748616935,321.2714307632024
27,0.9041058336422632,0.29647672058071173,0.29647672058071173,144.00496173049805,0.902404971808104,0.30641035862649374,0.30641035862649374,318.5052596000379
28,0.9052290989014056,0.2923156639344281,0.2923156639344281,106.94258611880319,0.9011180072749426,0.31098387133567207,0.31098387133567207,335.7328337282455
29,0.9047090565780138,0.29468733067515607,0.29468733067515607,151.54048706148146,0.9018065659642585,0.3078545662170398,0.3078545662170398,331.69395330352336
30,0.9057733075127757,0.29047590321948114,0.29047590321948114,108.32777161444453,0.9013390030700497,0.3101233668001981,0.3101233668001981,350.30347180785185
31,0.9058244117377404,0.2905126013776457,0.2905126013776457,123.97550975147534,0.9024383824899656,0.30640959407972596,0.30640959407972596,364.8448439355746
32,0.9052502755455103,0.2930537963243914,0.2930537963243914,161.85373820227989,0.9018153386013953,0.3081326235229198,0.3081326235229198,351.4310190477366
33,0.9069932379238318,0.2859816393584194,0.2859816393584194,96.30643469444638,0.9014825383457569,0.30948417522518723,0.30948417522518723,397.1660958615442
34,0.905107208629308,0.29409371119038574,0.29409371119038574,183.97110956054257,0.9019695130327791,0.3075830737298493,0.3075830737298493,371.35554062036243
35,0.9066239857633158,0.287809729949611,0.287809729949611,121.98951724254773,0.9028381907611812,0.3050550869638004,0.3050550869638004,433.29582244730256
36,0.9057337881578214,0.29171963709829335,0.29171963709829335,169.0589645637753,0.9029576479477255,0.30461452555873314,0.30461452555873314,355.6900117664857
37,0.9064035929540073,0.2891433328038124,0.2891433328038124,156.36082169046267,0.9038785881952408,0.30081003743995677,0.30081003743995677,320.7085651156609
38,0.9072518732610239,0.2856487393318387,0.2856487393318387,120.14108057513366,0.9026700174407493,0.3058257761040406,0.3058257761040406,344.68092263005786
39,0.9073627080792136,0.2856176907885549,0.2856176907885549,132.28466560893867,0.9036616987409213,0.3025996802994712,0.3025996802994712,381.38455367701226
40,0.9081730884217072,0.2823620553115955,0.2823620553115955,109.42689359360195,0.9027075344633984,0.30621451943685923,0.30621451943685923,420.8874529249488
41,0.908003644126745,0.2832262151827105,0.2832262151827105,134.59104054584944,0.9034298771382836,0.30279461408789776,0.30279461408789776,391.48598942792313
42,0.908333221221688,0.28188015880833595,0.28188015880833595,113.01487611564554,0.9028577892058486,0.30554383990754636,0.30554383990754636,462.14354996707874
43,0.908449256774533,0.2815365365281764,0.2815365365281764,121.24129084871113,0.9042877290591552,0.3016265512626356,0.3016265512626356,497.7517243337558
44,0.9070409165151914,0.28749327185789736,0.28749327185789736,183.0419757009825,0.9037063085340215,0.3033997983610224,0.3033997983610224,475.18622040480875
45,0.9092813743193577,0.27844524063063425,0.27844524063063425,109.87627638978117,0.904212881665711,0.3020856662113408,0.3020856662113408,478.32453517405605
46,0.9099925047136719,0.2758307231971908,0.2758307231971908,85.71956277180821,0.9033288984852829,0.3058448397078828,0.3058448397078828,514.2516496841217
47,0.9079797581178797,0.2839835642331808,0.2839835642331808,177.57759921088942,0.9047816098647745,0.29977557969820545,0.29977557969820545,447.0193728242206
48,0.9085803028309934,0.2818612750698888,0.2818612750698888,163.66394999097713,0.9036368740443425,0.30247080776272967,0.30247080776272967,380.5302506026382
49,0.9093748006904084,0.2783853692714468,0.2783853692714468,115.12275907751787,0.9041038769829893,0.30243942155065734,0.30243942155065734,518.478983755044
50,0.9083182107180726,0.2828727479702143,0.2828727479702143,164.5764565869808,0.904052547723146,0.30234113028639675,0.30234113028639675,458.0485779789906
51,0.9083971248594868,0.28291701131342595,0.28291701131342595,177.43848529570738,0.9054709151615061,0.2969745006736237,0.2969745006736237,442.3841848547602
52,0.9104172209964683,0.27449059683443483,0.27449059683443483,94.2032234279341,0.9040699063455657,0.30295888324637876,0.30295888324637876,491.7160261959373
53,0.9093470530582064,0.27897558590919075,0.27897558590919075,138.78605131290274,0.9053380190414755,0.29833542354082204,0.29833542354082204,492.9996765532192
54,0.9092165052757248,0.27973488420191306,0.27973488420191306,154.7457406329275,0.9044519826906536,0.3012472233714643,0.3012472233714643,483.98662107175824
55,0.9109045640899923,0.2731489609895621,0.2731489609895621,96.86740624924211,0.9049654619409404,0.29958010412404096,0.29958010412404096,533.6103242227084
56,0.9101227722170402,0.2762043608102874,0.2762043608102874,131.13763789251777,0.9042548783328554,0.3019133731706811,0.3019133731706811,481.6197509426817
57,0.9095438401377628,0.27880115101755526,0.27880115101755526,171.55997514800097,0.9053133809967507,0.2980668748163231,0.2980668748163231,470.30164136541066
